loan_id,app_id,customer_id,disbursed_date,principal,tenure_months,interest_rate,risk_score
LOAN0002916,APP0006150,CUST001003,2025-12-22,157000,9,16.18,159.6
LOAN0002917,APP0006156,CUST002433,2025-09-27,72000,12,16.17,160.8
LOAN0002918,APP0006158,CUST000004,2025-08-29,97000,9,17.5,224.8
LOAN0002919,APP0006159,CUST000236,2025-11-01,144000,24,13.51,74.5
LOAN0002920,APP0006160,CUST001151,2026-04-30,157000,24,17.58,248.0
LOAN0002921,APP0006161,CUST001260,2026-02-07,81000,9,20.94,313.3
LOAN0002922,APP0006162,CUST001206,2025-08-13,72000,12,20.48,373.2
LOAN0002923,APP0006164,CUST000116,2026-03-16,102000,24,17.07,215.3
LOAN0002924,APP0006165,CUST001347,2026-03-21,18000,6,17.79,227.6
LOAN0002925,APP0006166,CUST000826,2025-08-22,76000,18,13.68,100.8
LOAN0002926,APP0006168,CUST001032,2026-02-06,59000,12,18.91,291.5
LOAN0002927,APP0006170,CUST001794,2025-12-18,48000,24,17.24,227.7
LOAN0002928,APP0006171,CUST001612,2025-09-16,40000,24,20.92,372.0
LOAN0002929,APP0006174,CUST000608,2026-02-24,79000,18,18.69,306.3
LOAN0002930,APP0006177,CUST002402,2026-06-08,192000,6,15.44,92.6
LOAN0002931,APP0006180,CUST002357,2026-06-21,103000,12,18.83,241.3
LOAN0002932,APP0006185,CUST000884,2026-03-22,179000,12,17.27,144.8
LOAN0002933,APP0006186,CUST001977,2025-08-25,250000,6,18.27,192.8
LOAN0002934,APP0006187,CUST000842,2025-10-11,155000,12,21.24,310.8
LOAN0002935,APP0006189,CUST001496,2026-02-24,171000,12,16.33,185.8
LOAN0002936,APP0006193,CUST000794,2025-08-05,56000,18,19.14,188.3
LOAN0002937,APP0006195,CUST001102,2025-08-08,51000,9,16.14,250.8
LOAN0002938,APP0006196,CUST002192,2026-06-23,76000,12,15.97,201.4
LOAN0002939,APP0006200,CUST000690,2026-03-14,85000,18,19.46,236.7
LOAN0002940,APP0006203,CUST000689,2025-12-24,171000,12,15.89,215.2
LOAN0002941,APP0006206,CUST002043,2026-02-26,285000,24,19.16,267.2
LOAN0002942,APP0006208,CUST002332,2025-10-07,126000,12,18.2,276.9
LOAN0002943,APP0006209,CUST002277,2025-11-29,38000,6,19.56,287.4
LOAN0002944,APP0006211,CUST000625,2026-06-10,36000,12,17.7,204.0
LOAN0002945,APP0006213,CUST000132,2026-01-15,51000,36,17.94,228.4
LOAN0002946,APP0006214,CUST001401,2026-01-16,92000,18,17.32,168.2
LOAN0002947,APP0006215,CUST000826,2026-03-16,117000,36,14.73,120.4
LOAN0002948,APP0006218,CUST001107,2026-01-06,91000,12,18.13,308.1
LOAN0002949,APP0006219,CUST001659,2026-03-21,161000,12,22.27,330.3
LOAN0002950,APP0006220,CUST002064,2026-02-12,46000,12,20.38,338.0
LOAN0002951,APP0006222,CUST000793,2026-01-11,83000,18,19.03,264.5
LOAN0002952,APP0006223,CUST001130,2025-10-21,109000,24,17.13,241.2
LOAN0002953,APP0006225,CUST000866,2026-06-16,70000,24,15.78,173.8
LOAN0002954,APP0006226,CUST002414,2026-05-16,90000,24,17.04,177.6
LOAN0002955,APP0006227,CUST000550,2025-11-19,151000,36,17.26,169.5
LOAN0002956,APP0006229,CUST000294,2026-05-22,83000,12,17.7,233.3
LOAN0002957,APP0006232,CUST001404,2026-01-22,101000,12,16.85,222.2
LOAN0002958,APP0006235,CUST001886,2025-08-10,69000,6,16.39,164.2
LOAN0002959,APP0006236,CUST000627,2025-12-27,10000,12,18.65,232.4
LOAN0002960,APP0006237,CUST001515,2025-09-23,88000,18,19.01,229.4
LOAN0002961,APP0006239,CUST001274,2025-10-24,59000,6,19.28,295.8
LOAN0002962,APP0006241,CUST000778,2026-06-11,77000,12,15.26,157.7
LOAN0002963,APP0006242,CUST001723,2025-10-20,75000,6,17.33,247.7
LOAN0002964,APP0006244,CUST000764,2026-05-12,60000,18,17.53,239.6
LOAN0002965,APP0006247,CUST002028,2025-10-31,79000,6,19.96,221.5
LOAN0002966,APP0006249,CUST001591,2026-04-21,39000,24,16.82,138.8
LOAN0002967,APP0006252,CUST000229,2026-02-14,95000,36,18.68,228.3
LOAN0002968,APP0006253,CUST002305,2025-11-17,102000,12,17.38,216.7
LOAN0002969,APP0006254,CUST002115,2025-07-06,114000,18,16.94,221.1
LOAN0002970,APP0006255,CUST000697,2026-04-18,51000,12,18.12,209.8
LOAN0002971,APP0006256,CUST001342,2026-05-30,121000,12,19.18,278.6
LOAN0002972,APP0006258,CUST000072,2025-08-06,49000,12,15.57,205.7
LOAN0002973,APP0006260,CUST001033,2026-02-20,145000,12,16.02,139.5
LOAN0002974,APP0006262,CUST000986,2026-06-13,81000,9,17.24,292.2
LOAN0002975,APP0006264,CUST001027,2026-02-27,153000,24,15.6,187.0
LOAN0002976,APP0006265,CUST000827,2025-10-28,143000,24,19.91,319.9
LOAN0002977,APP0006267,CUST000331,2026-02-13,97000,24,20.0,282.3
LOAN0002978,APP0006269,CUST001846,2026-04-14,79000,18,19.86,256.7
LOAN0002979,APP0006270,CUST001481,2026-04-19,155000,18,18.89,216.8
LOAN0002980,APP0006272,CUST001402,2025-08-19,100000,12,18.05,243.3
LOAN0002981,APP0006274,CUST000432,2025-08-18,161000,24,19.66,289.1
LOAN0002982,APP0006280,CUST000017,2025-11-13,138000,12,15.53,109.9
LOAN0002983,APP0006282,CUST001457,2026-06-25,76000,12,16.46,243.0
LOAN0002984,APP0006284,CUST001427,2026-04-22,8000,9,21.14,262.4
LOAN0002985,APP0006286,CUST002026,2026-01-04,66000,12,18.65,277.6
LOAN0002986,APP0006287,CUST001429,2026-02-27,138000,6,18.86,230.3
LOAN0002987,APP0006291,CUST001186,2026-01-26,73000,24,19.13,257.2
LOAN0002988,APP0006292,CUST001525,2026-05-17,64000,24,17.03,204.0
LOAN0002989,APP0006294,CUST002225,2026-03-12,111000,12,18.94,314.7
LOAN0002990,APP0006302,CUST002411,2025-12-13,156000,18,18.3,218.3
LOAN0002991,APP0006303,CUST000454,2025-09-06,87000,9,21.66,285.9
LOAN0002992,APP0006306,CUST000745,2026-04-15,94000,12,14.82,129.7
LOAN0002993,APP0006307,CUST000506,2026-03-09,95000,12,17.21,204.9
LOAN0002994,APP0006312,CUST002075,2026-05-27,17000,12,18.8,188.7
LOAN0002995,APP0006313,CUST002377,2026-02-14,70000,6,18.1,210.8
LOAN0002996,APP0006315,CUST001882,2026-01-18,45000,6,19.96,242.5
LOAN0002997,APP0006316,CUST001314,2026-04-12,128000,24,16.94,185.5
LOAN0002998,APP0006320,CUST001896,2026-02-28,45000,9,14.24,114.8
LOAN0002999,APP0006321,CUST000433,2026-02-05,44000,12,18.64,217.5
LOAN0003000,APP0006323,CUST001310,2026-06-09,8000,24,16.15,167.4
LOAN0003001,APP0006324,CUST001727,2026-06-21,158000,36,14.76,90.9
LOAN0003002,APP0006327,CUST001737,2025-12-31,36000,12,17.73,324.8
LOAN0003003,APP0006332,CUST000185,2025-10-08,41000,12,18.74,310.8
LOAN0003004,APP0006334,CUST002062,2026-04-17,43000,12,14.49,83.0
LOAN0003005,APP0006336,CUST000183,2026-03-01,131000,12,19.42,241.6
LOAN0003006,APP0006339,CUST000442,2026-03-03,49000,12,16.19,243.3
LOAN0003007,APP0006340,CUST001882,2025-08-31,132000,18,17.16,191.3
LOAN0003008,APP0006344,CUST000476,2025-12-25,292000,12,17.19,210.8
LOAN0003009,APP0006345,CUST000585,2026-02-14,142000,18,18.87,218.3
LOAN0003010,APP0006346,CUST000260,2025-08-01,54000,12,17.48,247.9
LOAN0003011,APP0006347,CUST002318,2026-04-11,21000,18,19.18,309.3
LOAN0003012,APP0006349,CUST000648,2025-10-07,85000,12,18.67,307.5
LOAN0003013,APP0006351,CUST000270,2025-10-07,53000,12,17.43,242.1
LOAN0003014,APP0006352,CUST001766,2025-12-18,113000,9,15.79,134.8
LOAN0003015,APP0006353,CUST001026,2026-01-05,105000,18,20.63,285.7
LOAN0003016,APP0006354,CUST002048,2025-07-27,84000,9,16.13,121.3
LOAN0003017,APP0006360,CUST000111,2026-05-07,64000,24,18.46,290.8
LOAN0003018,APP0006361,CUST000237,2026-05-06,67000,9,19.18,273.8
LOAN0003019,APP0006362,CUST000282,2026-02-21,49000,18,18.59,245.2
LOAN0003020,APP0006363,CUST000291,2026-05-23,134000,24,17.91,200.7
LOAN0003021,APP0006368,CUST000056,2026-05-28,125000,12,20.63,284.2
LOAN0003022,APP0006371,CUST000297,2026-03-15,33000,12,16.68,181.9
LOAN0003023,APP0006372,CUST002357,2025-11-24,66000,36,15.2,243.4
LOAN0003024,APP0006374,CUST001689,2026-03-21,59000,6,13.83,73.5
LOAN0003025,APP0006377,CUST000504,2025-09-26,145000,36,16.45,158.8
LOAN0003026,APP0006379,CUST001174,2025-12-26,99000,18,16.03,180.0
LOAN0003027,APP0006381,CUST000185,2026-05-24,53000,36,19.09,332.8
LOAN0003028,APP0006382,CUST000270,2025-07-20,116000,9,17.9,222.3
LOAN0003029,APP0006383,CUST001535,2025-11-30,116000,36,17.81,226.1
LOAN0003030,APP0006388,CUST000579,2025-10-09,116000,36,16.23,198.5
LOAN0003031,APP0006389,CUST002338,2026-01-26,99000,6,16.49,207.3
LOAN0003032,APP0006390,CUST000986,2026-05-29,8000,18,17.85,236.9
LOAN0003033,APP0006392,CUST002115,2025-11-14,151000,9,16.93,165.6
LOAN0003034,APP0006393,CUST002137,2026-05-25,118000,12,15.65,172.8
LOAN0003035,APP0006399,CUST000827,2026-02-18,225000,6,20.69,277.2
LOAN0003036,APP0006400,CUST000645,2026-05-17,51000,12,15.09,123.3
LOAN0003037,APP0006402,CUST000994,2025-11-22,136000,18,19.78,290.6
LOAN0003038,APP0006403,CUST000621,2026-01-22,35000,24,15.9,222.7
LOAN0003039,APP0006404,CUST002008,2026-03-01,220000,6,13.78,168.4
LOAN0003040,APP0006405,CUST001929,2026-05-28,26000,24,18.85,241.5
LOAN0003041,APP0006410,CUST002094,2025-11-26,104000,12,19.81,337.7
LOAN0003042,APP0006412,CUST000050,2025-10-07,109000,6,17.91,203.0
LOAN0003043,APP0006413,CUST000720,2025-11-12,69000,12,20.22,316.6
LOAN0003044,APP0006414,CUST001870,2025-11-21,55000,36,15.84,156.4
LOAN0003045,APP0006417,CUST002258,2025-10-27,177000,6,17.97,237.0
LOAN0003046,APP0006421,CUST002205,2026-04-05,83000,36,13.97,124.0
LOAN0003047,APP0006424,CUST000591,2026-06-19,72000,12,19.25,243.6
LOAN0003048,APP0006425,CUST000430,2025-11-07,77000,24,16.11,171.1
LOAN0003049,APP0006430,CUST000509,2026-01-14,44000,18,16.77,176.6
LOAN0003050,APP0006431,CUST001133,2026-03-15,177000,6,18.22,239.0
LOAN0003051,APP0006432,CUST000849,2026-05-16,81000,24,15.72,173.1
LOAN0003052,APP0006434,CUST000360,2025-12-28,68000,18,19.96,272.5
LOAN0003053,APP0006436,CUST001591,2025-11-29,69000,6,18.74,184.5
LOAN0003054,APP0006437,CUST002298,2026-06-29,28000,12,21.29,325.0
LOAN0003055,APP0006438,CUST000281,2025-11-10,75000,12,16.53,220.6
LOAN0003056,APP0006439,CUST001705,2026-02-14,53000,6,21.37,394.5
LOAN0003057,APP0006440,CUST000301,2025-12-19,110000,9,18.96,231.2
LOAN0003058,APP0006442,CUST001535,2026-06-11,64000,24,18.56,305.5
LOAN0003059,APP0006444,CUST002001,2025-09-13,108000,12,20.31,294.1
LOAN0003060,APP0006449,CUST001387,2025-07-23,21000,12,20.77,273.0
LOAN0003061,APP0006450,CUST001211,2025-09-13,165000,12,13.16,121.1
LOAN0003062,APP0006452,CUST000491,2026-07-03,29000,12,15.59,137.6
LOAN0003063,APP0006454,CUST001388,2025-08-20,106000,36,15.94,175.4
LOAN0003064,APP0006457,CUST001410,2026-01-11,110000,12,18.71,237.8
LOAN0003065,APP0006458,CUST001808,2025-10-27,157000,9,17.22,187.2
LOAN0003066,APP0006462,CUST001920,2025-11-28,131000,18,13.2,133.7
LOAN0003067,APP0006464,CUST000687,2025-09-17,72000,12,14.27,179.2
LOAN0003068,APP0006465,CUST000225,2026-03-27,9000,12,19.2,281.2
LOAN0003069,APP0006466,CUST000837,2026-01-30,50000,12,20.12,284.2
LOAN0003070,APP0006469,CUST000990,2026-04-20,32000,24,16.45,246.7
LOAN0003071,APP0006470,CUST000736,2025-07-22,44000,9,15.65,173.2
LOAN0003072,APP0006471,CUST001314,2026-04-25,69000,18,14.95,173.1
LOAN0003073,APP0006472,CUST000931,2025-07-07,35000,6,20.06,255.2
LOAN0003074,APP0006473,CUST000207,2026-04-15,59000,12,18.07,231.1
LOAN0003075,APP0006474,CUST000889,2025-07-24,73000,12,20.91,214.3
LOAN0003076,APP0006475,CUST001716,2026-03-15,190000,36,18.2,245.3
LOAN0003077,APP0006477,CUST001657,2026-01-30,117000,24,18.98,235.6
LOAN0003078,APP0006478,CUST001880,2025-10-27,209000,18,19.31,317.7
LOAN0003079,APP0006480,CUST000536,2025-07-10,150000,12,17.15,175.1
LOAN0003080,APP0006481,CUST001492,2026-05-05,62000,12,14.25,110.3
LOAN0003081,APP0006482,CUST001692,2025-11-25,31000,18,15.6,166.8
LOAN0003082,APP0006484,CUST000342,2025-11-09,101000,12,15.49,156.7
LOAN0003083,APP0006489,CUST002180,2026-05-06,98000,12,16.45,204.5
LOAN0003084,APP0006490,CUST001273,2025-10-08,9000,9,14.6,146.5
LOAN0003085,APP0006491,CUST000926,2025-09-21,51000,24,19.42,221.0
LOAN0003086,APP0006492,CUST000316,2025-09-21,23000,9,13.39,85.7
LOAN0003087,APP0006493,CUST001292,2025-12-16,52000,24,18.7,248.5
LOAN0003088,APP0006498,CUST001205,2026-05-14,70000,12,17.3,204.7
LOAN0003089,APP0006500,CUST002102,2026-05-28,131000,12,16.35,152.4
LOAN0003090,APP0006502,CUST001397,2025-08-20,183000,18,18.88,285.0
LOAN0003091,APP0006503,CUST000706,2025-12-16,159000,18,16.72,214.6
LOAN0003092,APP0006504,CUST001946,2026-04-16,73000,6,19.39,244.9
LOAN0003093,APP0006509,CUST001775,2025-12-01,43000,12,14.53,139.4
LOAN0003094,APP0006514,CUST000201,2025-10-08,42000,18,15.77,189.4
LOAN0003095,APP0006515,CUST000984,2026-01-07,99000,18,16.01,234.7
LOAN0003096,APP0006516,CUST000850,2025-08-06,76000,18,19.28,247.7
LOAN0003097,APP0006518,CUST000908,2026-02-11,178000,12,18.48,248.7
LOAN0003098,APP0006519,CUST000826,2025-10-24,183000,24,12.56,69.8
LOAN0003099,APP0006520,CUST000298,2026-02-17,94000,12,16.31,174.8
LOAN0003100,APP0006523,CUST001258,2025-07-30,123000,36,15.11,164.7
LOAN0003101,APP0006524,CUST002054,2025-09-11,77000,12,21.1,294.7
LOAN0003102,APP0006525,CUST000992,2025-12-13,43000,12,11.46,64.0
LOAN0003103,APP0006527,CUST000511,2025-08-29,165000,12,17.62,232.6
LOAN0003104,APP0006529,CUST001538,2026-05-15,34000,6,15.95,225.4
LOAN0003105,APP0006532,CUST001768,2025-10-11,113000,9,18.16,263.4
LOAN0003106,APP0006533,CUST000850,2025-09-10,55000,36,19.59,254.4
LOAN0003107,APP0006537,CUST000125,2026-02-01,128000,18,19.9,244.1
LOAN0003108,APP0006538,CUST002016,2026-02-20,52000,12,19.11,270.4
LOAN0003109,APP0006539,CUST001752,2025-11-10,31000,12,18.62,200.1
LOAN0003110,APP0006542,CUST001333,2026-05-31,49000,36,17.05,226.6
LOAN0003111,APP0006543,CUST002098,2026-04-12,24000,9,15.62,148.4
LOAN0003112,APP0006545,CUST000343,2026-03-19,88000,18,19.15,251.5
LOAN0003113,APP0006547,CUST001621,2026-05-21,99000,24,17.05,121.0
LOAN0003114,APP0006549,CUST001762,2026-06-07,9000,18,19.2,263.5
LOAN0003115,APP0006552,CUST002102,2025-11-10,39000,18,16.26,182.9
LOAN0003116,APP0006553,CUST000701,2026-06-19,28000,12,17.54,226.7
LOAN0003117,APP0006554,CUST001906,2026-02-26,171000,12,12.92,75.1
LOAN0003118,APP0006555,CUST000890,2026-03-26,158000,12,17.57,204.9
LOAN0003119,APP0006556,CUST001282,2025-12-12,167000,18,18.28,263.2
LOAN0003120,APP0006559,CUST001917,2025-11-26,70000,24,20.07,319.7
LOAN0003121,APP0006562,CUST002305,2025-12-16,10000,12,18.68,217.4
LOAN0003122,APP0006566,CUST000412,2026-05-15,96000,18,17.29,240.3
LOAN0003123,APP0006568,CUST000913,2025-09-26,35000,9,17.21,172.6
LOAN0003124,APP0006570,CUST001175,2026-01-31,93000,24,16.31,209.2
LOAN0003125,APP0006574,CUST000156,2025-07-11,64000,12,18.17,216.5
LOAN0003126,APP0006575,CUST001659,2026-05-12,133000,24,20.12,331.0
LOAN0003127,APP0006576,CUST000151,2026-04-13,90000,12,16.08,196.1
LOAN0003128,APP0006581,CUST000619,2026-03-25,92000,18,13.85,88.7
LOAN0003129,APP0006582,CUST000680,2025-09-21,77000,36,21.69,289.6
LOAN0003130,APP0006583,CUST001450,2026-03-20,138000,9,18.96,279.5
LOAN0003131,APP0006584,CUST000107,2025-10-07,62000,24,17.39,191.1
LOAN0003132,APP0006585,CUST001964,2025-10-04,24000,12,17.59,223.0
LOAN0003133,APP0006589,CUST000986,2026-06-23,63000,12,16.35,237.4
LOAN0003134,APP0006593,CUST000185,2026-05-12,51000,9,21.39,297.8
LOAN0003135,APP0006597,CUST000527,2026-06-14,24000,18,18.59,292.2
LOAN0003136,APP0006599,CUST002114,2025-11-27,70000,18,15.1,178.4
LOAN0003137,APP0006600,CUST001725,2026-02-11,119000,18,18.08,244.2
LOAN0003138,APP0006601,CUST000960,2026-03-16,41000,12,16.12,165.9
LOAN0003139,APP0006603,CUST001465,2026-01-11,9000,9,16.68,212.5
LOAN0003140,APP0006606,CUST002272,2026-05-25,172000,24,20.77,276.0
LOAN0003141,APP0006608,CUST000200,2025-08-10,55000,12,23.21,370.0
LOAN0003142,APP0006613,CUST002073,2025-12-20,68000,12,17.06,192.7
LOAN0003143,APP0006614,CUST001209,2026-05-06,61000,12,20.92,334.6
LOAN0003144,APP0006615,CUST001388,2026-06-21,103000,18,16.11,151.2
LOAN0003145,APP0006618,CUST000308,2025-09-19,38000,18,20.06,323.5
LOAN0003146,APP0006619,CUST000307,2025-10-14,94000,24,24.37,479.6
LOAN0003147,APP0006620,CUST000837,2025-08-24,153000,24,18.18,248.8
LOAN0003148,APP0006626,CUST000721,2026-04-27,175000,12,16.14,149.4
LOAN0003149,APP0006628,CUST001618,2025-11-26,138000,12,16.99,272.5
LOAN0003150,APP0006629,CUST002445,2025-08-06,10000,9,18.78,233.5
LOAN0003151,APP0006630,CUST001862,2025-12-02,194000,24,18.69,284.8
LOAN0003152,APP0006631,CUST000145,2025-10-30,64000,6,20.95,308.1
LOAN0003153,APP0006632,CUST001865,2026-03-19,127000,18,22.1,341.8
LOAN0003154,APP0006635,CUST000140,2026-05-11,299000,9,18.57,221.6
LOAN0003155,APP0006637,CUST000628,2026-03-27,173000,24,19.27,311.3
LOAN0003156,APP0006640,CUST000789,2025-11-09,130000,12,16.28,243.4
LOAN0003157,APP0006642,CUST000017,2026-06-19,56000,6,15.15,132.7
LOAN0003158,APP0006643,CUST001169,2025-07-17,34000,36,19.11,244.6
LOAN0003159,APP0006645,CUST000250,2025-11-23,98000,24,16.5,218.3
LOAN0003160,APP0006648,CUST002251,2025-08-27,123000,24,11.67,52.1
LOAN0003161,APP0006649,CUST000247,2026-01-29,16000,36,18.36,272.9
LOAN0003162,APP0006651,CUST001615,2025-11-22,41000,12,17.95,301.6
LOAN0003163,APP0006652,CUST002225,2026-04-02,66000,6,19.06,280.6
LOAN0003164,APP0006653,CUST000896,2025-10-21,99000,36,18.5,214.1
LOAN0003165,APP0006655,CUST002202,2026-04-15,44000,9,15.97,243.3
LOAN0003166,APP0006657,CUST000742,2026-03-12,14000,12,19.42,238.7
LOAN0003167,APP0006658,CUST001708,2026-03-10,75000,18,18.82,213.0
LOAN0003168,APP0006661,CUST000410,2025-12-31,127000,9,19.36,311.6
LOAN0003169,APP0006664,CUST001603,2025-08-26,82000,9,15.03,135.1
LOAN0003170,APP0006665,CUST000933,2025-10-20,74000,18,21.47,291.1
LOAN0003171,APP0006666,CUST000370,2026-04-12,37000,12,15.7,165.9
LOAN0003172,APP0006672,CUST002463,2026-04-26,72000,36,16.93,233.6
LOAN0003173,APP0006675,CUST001070,2025-10-21,340000,12,16.83,191.1
LOAN0003174,APP0006676,CUST001433,2025-08-22,93000,12,13.37,82.5
LOAN0003175,APP0006677,CUST000688,2025-09-08,116000,24,19.63,276.8
LOAN0003176,APP0006679,CUST000585,2025-09-10,123000,12,19.35,231.8
LOAN0003177,APP0006680,CUST000069,2026-04-23,125000,6,22.92,387.4
LOAN0003178,APP0006682,CUST001357,2026-04-13,80000,12,15.61,128.4
LOAN0003179,APP0006684,CUST001395,2025-07-14,47000,12,19.27,260.7
LOAN0003180,APP0006685,CUST000135,2026-04-16,46000,12,16.66,200.0
LOAN0003181,APP0006686,CUST002115,2026-02-17,169000,18,15.42,170.8
LOAN0003182,APP0006690,CUST000083,2026-05-20,119000,24,17.69,269.9
LOAN0003183,APP0006692,CUST001041,2026-06-07,36000,6,17.6,196.5
LOAN0003184,APP0006697,CUST002001,2025-07-30,79000,9,20.86,298.0
LOAN0003185,APP0006699,CUST000097,2026-06-29,73000,6,17.53,221.1
LOAN0003186,APP0006703,CUST001186,2025-11-14,124000,36,16.98,281.3
LOAN0003187,APP0006704,CUST001750,2025-09-27,28000,9,19.4,261.3
LOAN0003188,APP0006708,CUST000334,2025-12-26,177000,18,16.15,240.4
LOAN0003189,APP0006709,CUST001009,2025-11-16,116000,12,19.58,258.0
LOAN0003190,APP0006710,CUST001549,2025-08-16,92000,12,18.76,229.3
LOAN0003191,APP0006711,CUST001275,2026-03-26,98000,24,17.01,242.7
LOAN0003192,APP0006717,CUST000352,2026-05-24,87000,6,17.54,269.5
LOAN0003193,APP0006718,CUST001108,2025-09-27,124000,18,17.47,200.2
LOAN0003194,APP0006719,CUST002180,2025-07-10,65000,12,18.09,219.9
LOAN0003195,APP0006721,CUST001070,2025-12-21,126000,12,16.96,219.4
LOAN0003196,APP0006723,CUST000524,2026-04-05,189000,18,22.39,377.6
LOAN0003197,APP0006724,CUST000956,2026-05-13,63000,24,16.24,192.4
LOAN0003198,APP0006725,CUST000918,2026-05-19,84000,6,18.67,231.4
LOAN0003199,APP0006728,CUST000087,2026-04-24,59000,36,15.11,202.9
LOAN0003200,APP0006729,CUST001292,2026-03-16,79000,12,20.78,269.5
LOAN0003201,APP0006730,CUST000403,2025-10-12,147000,12,18.59,286.8
LOAN0003202,APP0006731,CUST001433,2025-07-16,111000,6,12.52,63.2
LOAN0003203,APP0006734,CUST001109,2025-10-14,151000,36,21.55,342.0
LOAN0003204,APP0006735,CUST000495,2025-10-18,121000,9,17.61,240.9
LOAN0003205,APP0006737,CUST001050,2025-12-25,46000,36,18.86,246.7
LOAN0003206,APP0006738,CUST001888,2026-02-24,40000,6,17.33,192.2
LOAN0003207,APP0006739,CUST002204,2025-10-14,71000,18,20.41,237.3
LOAN0003208,APP0006741,CUST002365,2025-08-23,17000,18,17.24,276.0
LOAN0003209,APP0006745,CUST000392,2025-10-01,83000,12,15.99,163.6
LOAN0003210,APP0006747,CUST000890,2026-04-20,136000,6,14.65,171.0
LOAN0003211,APP0006752,CUST001809,2026-01-06,93000,18,13.62,79.4
LOAN0003212,APP0006753,CUST000208,2026-02-22,148000,9,18.19,272.2
LOAN0003213,APP0006758,CUST000099,2025-12-13,139000,12,16.96,146.9
LOAN0003214,APP0006759,CUST001621,2026-02-10,68000,6,15.78,131.0
LOAN0003215,APP0006763,CUST001395,2026-04-21,140000,18,19.41,239.7
LOAN0003216,APP0006765,CUST002326,2026-03-07,69000,6,15.68,137.7
LOAN0003217,APP0006767,CUST000218,2026-02-20,75000,12,17.0,235.3
LOAN0003218,APP0006768,CUST001581,2025-11-12,216000,18,14.75,105.2
LOAN0003219,APP0006769,CUST001620,2025-08-08,35000,9,16.69,226.2
LOAN0003220,APP0006771,CUST001440,2026-03-22,138000,24,17.8,219.1
LOAN0003221,APP0006773,CUST001750,2026-05-14,115000,12,15.97,207.4
LOAN0003222,APP0006774,CUST001199,2025-10-08,79000,12,18.28,280.7
LOAN0003223,APP0006776,CUST000627,2025-12-11,89000,12,18.4,246.2
LOAN0003224,APP0006777,CUST000982,2025-09-17,63000,12,16.97,299.0
LOAN0003225,APP0006778,CUST000670,2025-08-07,62000,6,16.16,208.4
LOAN0003226,APP0006785,CUST002258,2026-06-22,130000,24,17.6,268.7
LOAN0003227,APP0006790,CUST000742,2026-06-07,13000,24,18.22,231.9
LOAN0003228,APP0006794,CUST001365,2026-03-24,167000,24,18.06,178.9
LOAN0003229,APP0006796,CUST001547,2025-09-05,210000,18,17.49,224.4
LOAN0003230,APP0006797,CUST000846,2026-04-22,210000,24,18.86,242.7
LOAN0003231,APP0006798,CUST000090,2026-04-18,43000,24,16.5,193.9
LOAN0003232,APP0006803,CUST002080,2026-06-09,134000,24,21.38,324.5
LOAN0003233,APP0006807,CUST001477,2025-07-11,73000,12,17.43,249.1
LOAN0003234,APP0006809,CUST000499,2026-01-18,72000,12,19.31,305.0
LOAN0003235,APP0006811,CUST001995,2025-11-15,33000,24,20.42,304.4
LOAN0003236,APP0006812,CUST001893,2025-07-23,49000,24,17.54,282.1
LOAN0003237,APP0006813,CUST002110,2026-04-23,64000,12,18.04,256.9
LOAN0003238,APP0006817,CUST000084,2025-08-21,36000,24,22.41,368.7
LOAN0003239,APP0006818,CUST001129,2026-03-06,162000,12,14.28,74.2
LOAN0003240,APP0006819,CUST000038,2025-12-10,90000,24,17.14,212.9
LOAN0003241,APP0006824,CUST001390,2025-12-21,40000,24,14.71,120.8
LOAN0003242,APP0006825,CUST001139,2026-06-01,87000,18,17.82,208.4
LOAN0003243,APP0006827,CUST001973,2026-02-23,24000,24,12.34,102.0
LOAN0003244,APP0006828,CUST001094,2026-05-09,88000,24,17.93,221.7
LOAN0003245,APP0006829,CUST000083,2026-02-10,38000,12,21.06,344.5
LOAN0003246,APP0006831,CUST001598,2026-05-22,75000,24,18.43,287.9
LOAN0003247,APP0006832,CUST001449,2026-05-20,200000,12,15.81,165.5
LOAN0003248,APP0006833,CUST000562,2025-09-19,146000,24,21.27,336.6
LOAN0003249,APP0006835,CUST001004,2025-12-10,47000,36,17.01,207.1
